Started simulation : Match Play Game. Unsolvable on 2022-04-08 05:55:15pm
1,0,3,1,0,2,3,2,0,3,3,4,1,2,1,2,20 
1,4,1,0,0,2,2,2,0,2,2,4,2,0,1,0,24 
1,1,3,0,1,2,3,1,0,0,2,2,1,2,2,0,26 
1,4,0,2,2,2,1,2,0,3,3,3,2,1,2,2,26 
2,0,3,1,0,2,3,1,0,3,3,4,1,2,1,2,16 
2,4,1,0,0,2,2,2,0,2,3,4,2,0,1,0,22 
2,1,3,0,1,2,3,1,0,0,2,2,1,2,2,0,26 
2,4,0,2,2,2,1,2,0,3,3,3,2,1,2,2,26 
3,0,3,1,1,1,2,2,0,1,3,4,0,2,2,0,14 
3,0,3,1,0,2,3,1,0,3,3,4,1,2,1,2,16 
3,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
3,1,3,0,1,2,3,1,0,0,2,2,1,2,2,0,26 
4,0,2,1,0,2,3,1,0,3,3,4,1,2,1,2,12 
4,0,3,1,1,1,2,2,0,1,3,4,0,2,2,0,14 
4,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
4,2,2,0,0,0,3,0,1,2,3,3,0,3,2,2,22 
5,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
5,0,2,1,0,2,3,1,0,3,3,4,1,2,1,2,12 
5,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
5,2,2,0,0,0,3,0,1,2,3,3,0,3,2,2,22 
6,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
6,0,2,1,0,2,3,1,0,3,3,4,1,2,1,2,12 
6,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
6,2,2,0,0,0,3,0,1,2,3,3,0,3,2,2,22 
7,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
7,0,2,1,0,2,3,1,0,3,3,4,1,2,1,2,12 
7,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
7,2,2,0,0,0,3,0,1,2,3,3,0,3,2,2,22 
8,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
8,0,2,1,0,2,3,1,0,3,3,4,1,2,1,2,12 
8,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
8,2,2,0,0,0,3,0,1,2,3,3,0,3,2,2,22 
9,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
9,0,2,1,0,2,3,1,0,3,3,4,1,2,1,2,12 
9,3,2,0,0,0,3,1,1,2,3,3,0,3,2,2,14 
9,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
10,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
10,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
10,3,2,0,0,0,3,1,1,2,3,3,0,3,2,2,14 
10,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
11,3,2,0,0,0,3,1,1,2,3,3,0,3,0,2,10 
11,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
11,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
11,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
12,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
12,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
12,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
12,4,1,2,0,2,2,2,0,2,3,4,2,0,1,0,18 
13,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
13,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
13,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
13,4,1,1,2,2,3,1,2,2,3,2,1,0,2,2,16 
14,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
14,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
14,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
14,4,1,1,2,2,3,1,2,2,3,2,1,0,2,2,16 
15,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
15,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
15,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
15,4,1,1,2,2,3,1,2,2,3,2,1,0,2,2,16 
16,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
16,4,1,1,2,2,3,1,0,2,3,2,1,0,2,2,10 
16,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
16,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
17,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
17,4,1,1,2,2,3,1,0,2,3,2,1,0,2,2,10 
17,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
17,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
18,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
18,4,1,1,2,2,3,1,0,2,3,2,1,0,2,2,10 
18,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
18,0,3,1,1,1,2,2,0,0,3,4,0,2,2,0,12 
19,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
19,4,1,1,2,2,3,1,0,2,3,2,1,0,2,2,10 
19,0,3,1,1,2,2,2,0,0,3,4,0,2,2,0,10 
19,0,2,1,1,2,3,1,0,3,3,4,1,2,1,2,10 
20,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
20,1,3,1,1,2,3,1,1,0,2,3,1,2,2,1,10 
20,4,1,1,2,2,3,1,0,2,3,2,1,0,2,2,10 
20,0,3,1,1,2,2,2,0,0,3,4,0,2,2,0,10 
21,3,2,0,2,0,3,1,1,2,3,3,0,3,0,2,8 
21,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
21,1,3,1,1,2,3,1,1,0,2,3,1,2,2,1,10 
21,4,1,1,2,2,3,1,0,2,3,2,1,0,2,2,10 
22,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
22,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
22,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
22,2,3,1,3,1,2,2,1,1,1,4,2,0,2,0,10 
23,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
23,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
23,1,2,1,1,2,3,1,0,3,3,4,1,2,1,2,8 
23,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
24,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
24,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
24,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
24,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
25,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
25,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
25,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
25,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
26,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
26,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
26,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
26,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
27,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
27,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
27,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
27,3,0,2,2,2,1,1,0,2,2,3,1,1,2,2,8 
28,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
28,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
28,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
28,2,3,1,3,1,2,2,1,1,1,4,2,0,2,1,8 
29,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
29,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
29,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
29,3,0,2,2,2,3,1,1,2,0,2,2,2,1,2,8 
30,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
30,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
30,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
30,3,0,2,2,2,3,1,1,2,0,2,2,2,1,2,8 
31,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
31,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
31,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
31,3,0,2,2,2,3,1,1,2,0,2,2,2,1,2,8 
32,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
32,1,3,2,1,2,3,1,2,0,2,3,1,2,2,1,6 
32,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
32,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
33,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
33,1,3,2,1,2,3,1,2,0,2,3,1,2,2,1,6 
33,3,1,1,2,2,3,1,0,2,3,2,1,0,2,2,6 
33,1,2,1,1,2,3,1,0,3,3,3,1,2,1,2,6 
34,3,2,0,1,0,3,1,1,2,3,3,0,3,0,2,6 
