Started simulation : Match Play Game on 2021-03-14 05:40:15pm
1,1,1,2,2,3,5,2,0,0,2,2,10 
2,2,1,3,3,2,1,1,2,0,2,1,10 
3,2,1,2,2,3,5,2,0,0,2,2,8 
4,2,1,2,2,3,5,2,0,0,2,2,8 
5,0,3,3,3,4,4,2,0,1,1,1,8 
6,0,3,3,3,4,4,2,0,1,1,1,8 
7,2,1,2,2,3,3,2,0,0,2,2,4 
8,2,1,2,2,3,3,2,0,0,2,2,4 
9,2,1,2,2,3,3,2,0,0,2,2,4 
10,2,1,2,2,3,3,2,0,0,2,2,4 
11,2,1,2,2,3,3,2,0,0,2,2,4 
12,2,1,2,2,3,3,2,0,0,2,2,4 
13,2,1,2,2,3,3,2,0,0,2,1,2 
14,2,1,2,2,3,3,2,0,0,2,1,2 
15,2,1,2,2,3,3,2,0,0,2,1,2 
16,2,1,2,2,3,3,2,0,0,2,1,2 
17,2,1,2,2,3,3,2,0,0,2,1,2 
18,2,1,2,2,3,3,2,0,0,2,1,2 
19,2,1,2,2,3,3,2,0,0,2,1,2 
20,2,1,2,2,3,3,2,0,0,2,1,2 
21,2,1,2,2,3,3,2,0,0,2,1,2 
22,2,1,2,2,3,3,2,0,0,2,1,2 
23,2,1,2,2,3,3,2,0,0,2,1,2 
24,2,1,2,2,3,3,2,0,0,2,1,2 
25,2,1,2,2,3,3,2,0,0,2,1,2 
26,2,1,2,2,3,3,2,0,0,2,1,2 
27,2,1,2,2,3,3,2,0,0,2,1,2 
28,2,1,2,2,3,3,2,0,0,2,1,2 
29,2,1,2,2,3,3,2,0,0,2,1,2 
30,2,1,2,2,3,3,2,0,0,2,1,2 
31,2,1,2,2,3,3,2,0,0,2,1,2 
32,2,1,2,2,3,3,2,0,0,2,1,2 
33,2,1,2,2,3,3,2,0,0,2,1,2 
34,2,1,2,2,3,3,2,0,0,2,1,2 
35,2,1,2,2,3,3,2,0,0,2,1,2 
36,2,1,2,2,3,3,2,0,0,2,1,2 
37,2,1,2,2,3,3,2,0,0,2,1,2 
38,2,1,2,2,3,3,2,0,0,2,1,2 
39,2,1,2,2,3,3,2,0,0,2,1,2 
40,2,1,2,2,3,3,2,0,0,2,1,2 
41,2,1,2,2,3,3,2,0,0,2,1,2 
42,2,1,2,2,3,3,2,0,0,2,1,2 
43,2,1,2,2,3,3,2,0,0,2,1,2 
44,2,1,2,2,3,3,2,1,0,2,1,0 
45,2,1,2,2,3,3,2,1,0,2,1,0 
46,2,1,2,2,3,3,2,1,0,2,1,0 
47,2,1,2,2,3,3,2,1,0,2,1,0 
48,2,1,2,2,3,3,2,1,0,2,1,0 
49,2,1,2,2,3,3,2,1,0,2,1,0 
50,2,1,2,2,3,3,2,1,0,2,1,0 
51,2,1,2,2,3,3,2,1,0,2,1,0 
52,2,1,2,2,3,3,2,1,0,2,1,0 
53,2,1,2,2,3,3,2,1,0,2,1,0 
54,2,1,2,2,3,3,2,1,0,2,1,0 
55,2,1,2,2,3,3,2,1,0,2,1,0 
56,2,1,2,2,3,3,2,1,0,2,1,0 
57,2,1,2,2,3,3,2,1,0,2,1,0 
58,2,1,2,2,3,3,2,1,0,2,1,0 
59,2,1,2,2,3,3,2,1,0,2,1,0 
60,2,1,2,2,3,3,2,1,0,2,1,0 
61,2,1,2,2,3,3,2,1,0,2,1,0 
62,2,1,2,2,3,3,2,1,0,2,1,0 
63,2,1,2,2,3,3,2,1,0,2,1,0 
64,2,1,2,2,3,3,2,1,0,2,1,0 
65,2,1,2,2,3,3,2,1,0,2,1,0 
66,2,1,2,2,3,3,2,1,0,2,1,0 
67,2,1,2,2,3,3,2,1,0,2,1,0 
68,2,1,2,2,3,3,2,1,0,2,1,0 
69,2,1,2,2,3,3,2,1,0,2,1,0 
70,2,1,2,2,3,3,2,1,0,2,1,0 
71,2,1,2,2,3,3,2,1,0,2,1,0 
72,2,1,2,2,3,3,2,1,0,2,1,0 
73,2,1,2,2,3,3,2,1,0,2,1,0 
74,2,1,2,2,3,3,2,1,0,2,1,0 
75,2,1,2,2,3,3,2,1,0,2,1,0 
76,2,1,2,2,3,3,2,1,0,2,1,0 
77,2,1,2,2,3,3,2,1,0,2,1,0 
78,2,1,2,2,3,3,2,1,0,2,1,0 
79,2,1,2,2,3,3,2,1,0,2,1,0 
80,2,1,2,2,3,3,2,1,0,2,1,0 
81,2,1,2,2,3,3,2,1,0,2,1,0 
82,2,1,2,2,3,3,2,1,0,2,1,0 
83,2,1,2,2,3,3,2,1,0,2,1,0 
84,2,1,2,2,3,3,2,1,0,2,1,0 
85,2,1,2,2,3,3,2,1,0,2,1,0 
86,2,1,2,2,3,3,2,1,0,2,1,0 
87,2,1,2,2,3,3,2,1,0,2,1,0 
88,2,1,2,2,3,3,2,1,0,2,1,0 
89,2,1,2,2,3,3,2,1,0,2,1,0 
90,2,1,2,2,3,3,2,1,0,2,1,0 
91,2,1,2,2,3,3,2,1,0,2,1,0 
92,2,1,2,2,3,3,2,1,0,2,1,0 
93,2,1,2,2,3,3,2,1,0,2,1,0 
94,2,1,2,2,3,3,2,1,0,2,1,0 
95,2,1,2,2,3,3,2,1,0,2,1,0 
96,2,1,2,2,3,3,2,1,0,2,1,0 
97,2,1,2,2,3,3,2,1,0,2,1,0 
98,2,1,2,2,3,3,2,1,0,2,1,0 
99,2,1,2,2,3,3,2,1,0,2,1,0 
100,2,1,2,2,3,3,2,1,0,2,1,0 
101,2,1,2,2,3,3,2,1,0,2,1,0 
102,2,1,2,2,3,3,2,1,0,2,1,0 
103,2,1,2,2,3,3,2,1,0,2,1,0 
104,2,1,2,2,3,3,2,1,0,2,1,0 
105,2,1,2,2,3,3,2,1,0,2,1,0 
106,2,1,2,2,3,3,2,1,0,2,1,0 
107,2,1,2,2,3,3,2,1,0,2,1,0 
108,2,1,2,2,3,3,2,1,0,2,1,0 
109,2,1,2,2,3,3,2,1,0,2,1,0 
110,2,1,2,2,3,3,2,1,0,2,1,0 
111,2,1,2,2,3,3,2,1,0,2,1,0 
112,2,1,2,2,3,3,2,1,0,2,1,0 
113,2,1,2,2,3,3,2,1,0,2,1,0 
114,2,1,2,2,3,3,2,1,0,2,1,0 
115,2,1,2,2,3,3,2,1,0,2,1,0 
116,2,1,2,2,3,3,2,1,0,2,1,0 
